都道府県,目的,地点数,客数
高知県,温泉・健康,16,235
高知県,スポーツ・レク,27,431
高知県,都市型観光,22,1544
高知県,イベント,22,1670
福岡県,自然,39,1028
福岡県,歴史・文化,132,5965
福岡県,温泉・健康,26,842
福岡県,スポーツ・レク,85,3560
福岡県,都市型観光,74,24057
福岡県,イベント,37,3612
佐賀県,自然,13,226
佐賀県,歴史・文化,30,972
佐賀県,温泉・健康,17,534
佐賀県,スポーツ・レク,31,473
佐賀県,都市型観光,30,2927
佐賀県,イベント,26,1157
長崎県,自然,18,321
長崎県,歴史・文化,63,2136
長崎県,温泉・健康,18,589
長崎県,スポーツ・レク,67,2064
長崎県,都市型観光,12,3354
長崎県,イベント,44,1453
熊本県,自然,27,1083
熊本県,歴史・文化,89,2241
熊本県,温泉・健康,43,2477
熊本県,スポーツ・レク,99,1855
熊本県,都市型観光,54,3147
熊本県,イベント,39,1910
大分県,自然,37,1500
大分県,歴史・文化,88,2943
大分県,温泉・健康,48,3002
大分県,スポーツ・レク,73,2330
大分県,都市型観光,16,311
大分県,イベント,37,1276
宮崎県,自然,19,458
宮崎県,歴史・文化,55,1702
宮崎県,温泉・健康,26,687
宮崎県,スポーツ・レク,83,1766
宮崎県,都市型観光,10,315
宮崎県,イベント,34,1470
鹿児島県,自然,38,408
鹿児島県,歴史・文化,66,1864
鹿児島県,温泉・健康,48,701
鹿児島県,スポーツ・レク,99,2469
鹿児島県,都市型観光,41,1232
鹿児島県,イベント,40,1301
北海道,自然,108,3059
北海道,歴史・文化,151,4965
北海道,温泉・健康,142,3814
北海道,スポーツ・レク,262,3350
北海道,都市型観光,76,5396
北海道,イベント,42,5760
青森県,自然,46,630
青森県,歴史・文化,60,958
青森県,温泉・健康,45,820
青森県,スポーツ・レク,72,623
青森県,都市型観光,52,3372
青森県,イベント,25,1247
岩手県,自然,36,969
岩手県,歴史・文化,61,699
岩手県,温泉・健康,73,1398
岩手県,スポーツ・レク,57,451
岩手県,都市型観光,25,764
岩手県,イベント,37,1017
宮城県,自然,34,1108
宮城県,歴史・文化,84,2297
宮城県,温泉・健康,36,1650
宮城県,スポーツ・レク,62,1389
宮城県,都市型観光,48,1913
宮城県,イベント,37,5054
秋田県,自然,34,1012
秋田県,歴史・文化,48,563
秋田県,温泉・健康,62,1154
秋田県,スポーツ・レク,67,649
秋田県,都市型観光,19,321
秋田県,イベント,21,1329
山形県,自然,41,593
山形県,歴史・文化,77,1896
山形県,温泉・健康,48,2217
山形県,スポーツ・レク,65,692
山形県,都市型観光,28,872
山形県,イベント,19,668
福島県,自然,48,1945
福島県,歴史・文化,72,2206
福島県,温泉・健康,49,1617
福島県,スポーツ・レク,76,1699
福島県,都市型観光,15,1237
福島県,イベント,24,895
茨城県,自然,20,2150
茨城県,歴史・文化,50,3243
茨城県,温泉・健康,14,349
茨城県,スポーツ・レク,51,2408
茨城県,都市型観光,9,1972
茨城県,イベント,33,2372
栃木県,自然,35,2340
栃木県,歴史・文化,90,5036
栃木県,温泉・健康,27,1239
栃木県,スポーツ・レク,124,3157
栃木県,都市型観光,19,2633
栃木県,イベント,36,1712
群馬県,自然,55,2028
群馬県,歴史・文化,96,2645
群馬県,温泉・健康,81,3535
群馬県,スポーツ・レク,119,2613
群馬県,都市型観光,27,1287
群馬県,イベント,53,2616
埼玉県,自然,45,1492
埼玉県,歴史・文化,113,4786
埼玉県,温泉・健康,33,1451
埼玉県,スポーツ・レク,165,3654
埼玉県,都市型観光,46,15423
埼玉県,イベント,153,10780
千葉県,自然,33,260
千葉県,歴史・文化,138,5172
千葉県,温泉・健康,24,1102
千葉県,スポーツ・レク,296,17436
千葉県,都市型観光,23,5544
千葉県,イベント,83,5564
東京都,自然,6,1025
東京都,歴史・文化,325,17333
東京都,温泉・健康,35,7510
東京都,スポーツ・レク,170,29422
東京都,都市型観光,93,212392
東京都,イベント,152,18951
神奈川県,自然,40,7006
神奈川県,歴史・文化,135,8884
神奈川県,温泉・健康,10,231
神奈川県,スポーツ・レク,96,8193
神奈川県,都市型観光,7,987
神奈川県,イベント,73,4176
新潟県,自然,72,1317
新潟県,歴史・文化,160,2451
新潟県,温泉・健康,109,2321
新潟県,スポーツ・レク,241,2008
新潟県,都市型観光,62,4651
新潟県,イベント,88,2975
富山県,自然,26,585
富山県,歴史・文化,74,1678
富山県,温泉・健康,23,745
富山県,スポーツ・レク,49,1418
富山県,都市型観光,7,1943
富山県,イベント,24,744
山梨県,自然,16,2026
山梨県,歴史・文化,83,2085
山梨県,温泉・健康,59,1345
山梨県,スポーツ・レク,86,2177
山梨県,都市型観光,33,1093
山梨県,イベント,25,846
長野県,自然,64,1621
長野県,歴史・文化,76,4190
長野県,温泉・健康,81,3529
長野県,スポーツ・レク,95,1858
長野県,都市型観光,15,2674
長野県,イベント,31,1636
岐阜県,自然,37,677
岐阜県,歴史・文化,96,4449
岐阜県,温泉・健康,56,2188
岐阜県,スポーツ・レク,157,3422
岐阜県,都市型観光,27,2891
岐阜県,イベント,76,3066
静岡県,自然,48,3406
静岡県,歴史・文化,180,4228
静岡県,温泉・健康,50,1029
静岡県,スポーツ・レク,284,4999
静岡県,都市型観光,42,5036
静岡県,イベント,116,5200
愛知県,自然,38,2195
愛知県,歴史・文化,139,7840
愛知県,温泉・健康,21,806
愛知県,スポーツ・レク,124,7030
愛知県,都市型観光,44,6911
愛知県,イベント,67,7873
三重県,自然,36,550
三重県,歴史・文化,72,3880
三重県,温泉・健康,29,1633
三重県,スポーツ・レク,130,7514
三重県,都市型観光,24,1023
三重県,イベント,23,1331
滋賀県,自然,21,224
滋賀県,歴史・文化,112,2725
滋賀県,温泉・健康,21,361
滋賀県,スポーツ・レク,110,2182
滋賀県,都市型観光,29,999
滋賀県,イベント,28,684
京都府,自然,18,335
京都府,歴史・文化,81,16718
京都府,温泉・健康,19,561
京都府,スポーツ・レク,70,2132
京都府,都市型観光,8,359
京都府,イベント,19,660
兵庫県,自然,82,697
兵庫県,歴史・文化,291,6228
兵庫県,温泉・健康,74,2032
兵庫県,スポーツ・レク,365,8112
兵庫県,都市型観光,47,5045
兵庫県,イベント,123,8912
奈良県,自然,25,886
奈良県,歴史・文化,91,6255
奈良県,温泉・健康,26,384
奈良県,スポーツ・レク,19,303
奈良県,都市型観光,3,53
奈良県,イベント,19,888
和歌山県,自然,16,388
和歌山県,歴史・文化,28,603
和歌山県,温泉・健康,13,221
和歌山県,スポーツ・レク,42,1743
和歌山県,都市型観光,2,11
和歌山県,イベント,11,217
鳥取県,自然,10,413
鳥取県,歴史・文化,36,906
鳥取県,温泉・健康,19,604
鳥取県,スポーツ・レク,27,178
鳥取県,都市型観光,17,1571
鳥取県,イベント,8,223
島根県,自然,15,616
島根県,歴史・文化,73,3695
島根県,温泉・健康,23,677
島根県,スポーツ・レク,35,298
島根県,都市型観光,11,548
島根県,イベント,10,381
岡山県,自然,18,137
岡山県,歴史・文化,105,1464
岡山県,温泉・健康,30,569
岡山県,スポーツ・レク,62,1368
岡山県,都市型観光,47,1375
岡山県,イベント,40,2405
広島県,自然,23,631
広島県,歴史・文化,89,3344
広島県,温泉・健康,30,673
広島県,スポーツ・レク,94,2329
広島県,都市型観光,17,1058
広島県,イベント,37,3605
山口県,自然,33,727
山口県,歴史・文化,76,2122
山口県,温泉・健康,30,944
山口県,スポーツ・レク,58,1471
山口県,都市型観光,4,560
山口県,イベント,35,1356
徳島県,自然,16,376
徳島県,歴史・文化,50,1046
徳島県,温泉・健康,20,301
徳島県,スポーツ・レク,34,704
徳島県,都市型観光,21,1000
徳島県,イベント,17,781
香川県,自然,9,366
香川県,歴史・文化,59,1742
香川県,温泉・健康,18,488
香川県,スポーツ・レク,50,1712
香川県,都市型観光,12,891
香川県,イベント,10,331
愛媛県,自然,44,454
愛媛県,歴史・文化,64,1418
愛媛県,温泉・健康,26,766
愛媛県,スポーツ・レク,37,557
愛媛県,都市型観光,29,300
愛媛県,イベント,26,632
高知県,自然,14,205
高知県,歴史・文化,29,547
高知県,温泉・健康,16,211
高知県,スポーツ・レク,27,356
高知県,都市型観光,22,1420
高知県,イベント,12,276
福岡県,自然,39,728
福岡県,歴史・文化,132,5734
福岡県,温泉・健康,26,893
福岡県,スポーツ・レク,85,2436
福岡県,都市型観光,74,23692
福岡県,イベント,49,2332
佐賀県,自然,13,140
佐賀県,歴史・文化,30,1260
佐賀県,温泉・健康,17,515
佐賀県,スポーツ・レク,31,484
佐賀県,都市型観光,30,2881
佐賀県,イベント,26,2663
長崎県,自然,18,337
長崎県,歴史・文化,63,2083
長崎県,温泉・健康,18,554
長崎県,スポーツ・レク,67,1800
長崎県,都市型観光,12,3099
長崎県,イベント,34,884
熊本県,自然,27,640
熊本県,歴史・文化,89,2307
熊本県,温泉・健康,43,2338
熊本県,スポーツ・レク,99,1343
熊本県,都市型観光,54,3117
熊本県,イベント,42,1337
大分県,自然,37,967
大分県,歴史・文化,88,2963
大分県,温泉・健康,48,2174
大分県,スポーツ・レク,73,1768
大分県,都市型観光,16,291
大分県,イベント,29,1244
宮崎県,自然,19,632
宮崎県,歴史・文化,55,1422
宮崎県,温泉・健康,26,688
宮崎県,スポーツ・レク,83,1286
宮崎県,都市型観光,10,297
宮崎県,イベント,38,1128
鹿児島県,自然,38,522
鹿児島県,歴史・文化,66,1706
鹿児島県,温泉・健康,48,769
鹿児島県,スポーツ・レク,99,2161
鹿児島県,都市型観光,41,1166
鹿児島県,イベント,41,1199
北海道,自然,109,1727
北海道,歴史・文化,147,4223
北海道,温泉・健康,140,3713
北海道,スポーツ・レク,257,5049
北海道,都市型観光,76,4191
北海道,イベント,42,7715
青森県,自然,39,144
青森県,歴史・文化,55,564
青森県,温泉・健康,43,725
青森県,スポーツ・レク,67,631
青森県,都市型観光,46,2243
青森県,イベント,11,877
岩手県,自然,37,454
岩手県,歴史・文化,62,664
岩手県,温泉・健康,76,1336
岩手県,スポーツ・レク,55,750
岩手県,都市型観光,27,539
岩手県,イベント,12,658
宮城県,自然,36,530
宮城県,歴史・文化,80,3421
宮城県,温泉・健康,36,1390
宮城県,スポーツ・レク,65,907
宮城県,都市型観光,53,1679
宮城県,イベント,20,775
秋田県,自然,30,147
秋田県,歴史・文化,52,275
秋田県,温泉・健康,63,1068
秋田県,スポーツ・レク,68,622
秋田県,都市型観光,20,238
秋田県,イベント,18,900
山形県,自然,38,258
山形県,歴史・文化,74,1332
山形県,温泉・健康,47,2117
山形県,スポーツ・レク,64,996
山形県,都市型観光,28,640
山形県,イベント,15,978
福島県,自然,46,413
福島県,歴史・文化,77,1635
福島県,温泉・健康,46,1549
福島県,スポーツ・レク,60,2189
福島県,都市型観光,14,703
福島県,イベント,11,533
茨城県,自然,16,1350
茨城県,歴史・文化,50,2784
茨城県,温泉・健康,17,492
茨城県,スポーツ・レク,59,2109
茨城県,都市型観光,12,1855
茨城県,イベント,29,3416
栃木県,自然,35,1324
栃木県,歴史・文化,88,4170
栃木県,温泉・健康,26,1062
栃木県,スポーツ・レク,119,1881
栃木県,都市型観光,18,1805
栃木県,イベント,14,661
群馬県,自然,55,796
群馬県,歴史・文化,97,2301
群馬県,温泉・健康,81,3476
群馬県,スポーツ・レク,120,2766
群馬県,都市型観光,27,1019
群馬県,イベント,31,906
埼玉県,自然,47,1257
埼玉県,歴史・文化,124,5554
埼玉県,温泉・健康,30,1405
埼玉県,スポーツ・レク,180,3048
埼玉県,都市型観光,55,16374
埼玉県,イベント,80,5854
千葉県,自然,33,1326
千葉県,歴史・文化,136,10664
千葉県,温泉・健康,26,1178
千葉県,スポーツ・レク,298,14971
千葉県,都市型観光,24,5794
千葉県,イベント,57,4886
東京都,自然,9,554
東京都,歴史・文化,301,16554
東京都,温泉・健康,36,9132
東京都,スポーツ・レク,176,39396
東京都,都市型観光,93,206661
東京都,イベント,88,8157
神奈川県,自然,41,4850
神奈川県,歴史・文化,137,22544
神奈川県,温泉・健康,10,243
神奈川県,スポーツ・レク,100,7582
神奈川県,都市型観光,6,805
神奈川県,イベント,44,3921
新潟県,自然,71,429
新潟県,歴史・文化,165,1858
新潟県,温泉・健康,112,2363
新潟県,スポーツ・レク,241,4732
新潟県,都市型観光,62,2481
新潟県,イベント,70,2490
富山県,自然,35,277
富山県,歴史・文化,89,1008
富山県,温泉・健康,21,524
富山県,スポーツ・レク,48,780
富山県,都市型観光,6,1331
富山県,イベント,22,531
福井県,自然,26,555
福井県,歴史・文化,84,1599
福井県,温泉・健康,23,622
福井県,スポーツ・レク,58,792
福井県,都市型観光,17,402
福井県,イベント,7,201
山梨県,自然,20,1001
山梨県,歴史・文化,86,2059
山梨県,温泉・健康,60,1242
山梨県,スポーツ・レク,87,1660
山梨県,都市型観光,31,686
山梨県,イベント,11,363
長野県,自然,64,1293
長野県,歴史・文化,75,2990
長野県,温泉・健康,81,2899
長野県,スポーツ・レク,94,4118
長野県,都市型観光,17,2031
長野県,イベント,16,1745
岐阜県,自然,38,350
岐阜県,歴史・文化,97,4840
岐阜県,温泉・健康,55,2422
岐阜県,スポーツ・レク,154,3343
岐阜県,都市型観光,27,2543
岐阜県,イベント,25,613
静岡県,自然,52,3376
静岡県,歴史・文化,185,6397
静岡県,温泉・健康,48,1054
静岡県,スポーツ・レク,239,3953
静岡県,都市型観光,43,5234
静岡県,イベント,78,4767
愛知県,自然,37,1204
愛知県,歴史・文化,134,13756
愛知県,温泉・健康,20,726
愛知県,スポーツ・レク,119,5551
愛知県,都市型観光,42,7078
愛知県,イベント,38,4944
三重県,自然,35,233
三重県,歴史・文化,69,7188
三重県,温泉・健康,28,1389
三重県,スポーツ・レク,129,7379
三重県,都市型観光,23,879
三重県,イベント,8,225
滋賀県,自然,21,99
滋賀県,歴史・文化,111,3631
滋賀県,温泉・健康,21,395
滋賀県,スポーツ・レク,114,1651
滋賀県,都市型観光,28,1172
滋賀県,イベント,9,537
京都府,自然,14,94
京都府,歴史・文化,76,17992
京都府,温泉・健康,19,657
京都府,スポーツ・レク,77,1268
京都府,都市型観光,8,251
京都府,イベント,5,82
兵庫県,自然,77,442
兵庫県,歴史・文化,291,12271
兵庫県,温泉・健康,73,2130
兵庫県,スポーツ・レク,352,6707
兵庫県,都市型観光,43,4488
兵庫県,イベント,45,5166
奈良県,自然,25,441
奈良県,歴史・文化,94,6832
奈良県,温泉・健康,27,380
奈良県,スポーツ・レク,22,256
奈良県,都市型観光,5,88
奈良県,イベント,15,3399
和歌山県,自然,19,141
和歌山県,歴史・文化,39,2974
和歌山県,温泉・健康,12,197
和歌山県,スポーツ・レク,31,879
和歌山県,都市型観光,6,197
和歌山県,イベント,8,109
鳥取県,自然,10,266
鳥取県,歴史・文化,36,615
鳥取県,温泉・健康,19,564
鳥取県,スポーツ・レク,27,240
鳥取県,都市型観光,17,1155
鳥取県,イベント,5,142
島根県,自然,18,344
島根県,歴史・文化,74,4035
島根県,温泉・健康,24,589
島根県,スポーツ・レク,37,370
島根県,都市型観光,10,401
島根県,イベント,5,343
岡山県,自然,17,73
岡山県,歴史・文化,107,1285
岡山県,温泉・健康,29,571
岡山県,スポーツ・レク,63,1192
岡山県,都市型観光,45,957
岡山県,イベント,20,869
広島県,自然,23,276
広島県,歴史・文化,89,3071
広島県,温泉・健康,30,688
広島県,スポーツ・レク,94,1909
広島県,都市型観光,17,851
広島県,イベント,20,1865
山口県,自然,34,589
山口県,歴史・文化,77,2035
山口県,温泉・健康,32,837
山口県,スポーツ・レク,65,1202
山口県,都市型観光,5,464
山口県,イベント,15,680
徳島県,自然,16,245
徳島県,歴史・文化,50,1519
徳島県,温泉・健康,20,316
徳島県,スポーツ・レク,34,544
徳島県,都市型観光,21,841
徳島県,イベント,11,484
香川県,自然,9,266
香川県,歴史・文化,59,2942
香川県,温泉・健康,18,502
香川県,スポーツ・レク,50,1226
香川県,都市型観光,12,745
香川県,イベント,4,188
愛媛県,自然,44,255
愛媛県,歴史・文化,64,1246
愛媛県,温泉・健康,26,823
愛媛県,スポーツ・レク,37,457
愛媛県,都市型観光,29,245
愛媛県,イベント,7,58
高知県,自然,15,183
高知県,歴史・文化,27,441
高知県,温泉・健康,13,132
高知県,スポーツ・レク,28,326
高知県,都市型観光,23,1711
高知県,イベント,6,79
福岡県,自然,36,494
福岡県,歴史・文化,135,11266
福岡県,温泉・健康,31,1219
福岡県,スポーツ・レク,89,1985
福岡県,都市型観光,72,28997
福岡県,イベント,35,2153
佐賀県,自然,10,88
佐賀県,歴史・文化,34,2553
佐賀県,温泉・健康,16,559
佐賀県,スポーツ・レク,33,389
佐賀県,都市型観光,27,2591
佐賀県,イベント,12,422
熊本県,自然,24,445
熊本県,歴史・文化,75,2561
熊本県,温泉・健康,44,2217
熊本県,スポーツ・レク,78,1261
熊本県,都市型観光,60,3023
熊本県,イベント,43,1734
大分県,自然,37,295
大分県,歴史・文化,88,3336
大分県,温泉・健康,48,2199
大分県,スポーツ・レク,73,1502
大分県,都市型観光,16,221
大分県,イベント,12,450
宮崎県,自然,18,431
宮崎県,歴史・文化,56,2817
宮崎県,温泉・健康,26,823
宮崎県,スポーツ・レク,81,1203
宮崎県,都市型観光,10,274
宮崎県,イベント,13,279
鹿児島県,自然,38,336
鹿児島県,歴史・文化,66,1868
鹿児島県,温泉・健康,48,823
鹿児島県,スポーツ・レク,99,1840
鹿児島県,都市型観光,41,909
鹿児島県,イベント,23,1386
北海道,自然,108,3648
北海道,歴史・文化,148,6428
北海道,温泉・健康,142,3849
北海道,スポーツ・レク,260,4598
北海道,都市型観光,77,6351
北海道,イベント,56,5660
青森県,自然,42,893
青森県,歴史・文化,58,1870
青森県,温泉・健康,45,783
青森県,スポーツ・レク,70,1168
青森県,都市型観光,51,3542
青森県,イベント,29,3792
岩手県,自然,37,1204
岩手県,歴史・文化,62,918
岩手県,温泉・健康,76,1329
岩手県,スポーツ・レク,55,593
岩手県,都市型観光,27,838
岩手県,イベント,31,1499
宮城県,自然,36,996
宮城県,歴史・文化,80,2754
宮城県,温泉・健康,36,1391
宮城県,スポーツ・レク,65,1899
宮城県,都市型観光,53,2090
宮城県,イベント,37,2861
秋田県,自然,30,926
秋田県,歴史・文化,52,954
秋田県,温泉・健康,63,1170
秋田県,スポーツ・レク,68,951
秋田県,都市型観光,20,386
秋田県,イベント,38,2543
山形県,自然,39,1177
山形県,歴史・文化,76,2487
山形県,温泉・健康,47,1966
山形県,スポーツ・レク,69,1762
山形県,都市型観光,31,1076
山形県,イベント,31,2977
福島県,自然,46,1723
福島県,歴史・文化,77,3572
福島県,温泉・健康,46,1467
福島県,スポーツ・レク,60,2271
福島県,都市型観光,14,910
福島県,イベント,50,3765
茨城県,自然,16,1981
茨城県,歴史・文化,50,2990
茨城県,温泉・健康,17,448
茨城県,スポーツ・レク,59,2869
茨城県,都市型観光,12,2167
茨城県,イベント,35,2186
栃木県,自然,35,1993
栃木県,歴史・文化,88,4695
栃木県,温泉・健康,26,1137
栃木県,スポーツ・レク,119,2826
栃木県,都市型観光,18,1851
栃木県,イベント,27,1760
群馬県,自然,56,2066
群馬県,歴史・文化,96,2778
群馬県,温泉・健康,80,3037
群馬県,スポーツ・レク,120,3405
群馬県,都市型観光,25,1240
群馬県,イベント,38,1559
埼玉県,自然,47,3658
埼玉県,歴史・文化,124,5077
埼玉県,温泉・健康,30,1295
埼玉県,スポーツ・レク,180,4275
埼玉県,都市型観光,55,16386
埼玉県,イベント,130,6242
千葉県,自然,33,871
千葉県,歴史・文化,136,5629
千葉県,温泉・健康,26,1084
千葉県,スポーツ・レク,298,16090
千葉県,都市型観光,24,5876
千葉県,イベント,67,5370
東京都,自然,9,710
東京都,歴史・文化,301,20485
東京都,温泉・健康,36,5705
東京都,スポーツ・レク,176,47703
東京都,都市型観光,93,210022
東京都,イベント,94,12197
神奈川県,自然,41,6733
神奈川県,歴史・文化,137,11449
神奈川県,温泉・健康,10,260
神奈川県,スポーツ・レク,100,10802
神奈川県,都市型観光,6,796
神奈川県,イベント,74,9274
新潟県,自然,71,1219
新潟県,歴史・文化,165,2694
新潟県,温泉・健康,112,2079
新潟県,スポーツ・レク,241,2102
新潟県,都市型観光,62,4378
新潟県,イベント,109,4699
富山県,自然,35,986
富山県,歴史・文化,90,1696
富山県,温泉・健康,21,576
富山県,スポーツ・レク,49,1872
富山県,都市型観光,6,1285
富山県,イベント,41,1979
福井県,自然,26,1330
福井県,歴史・文化,84,2612
福井県,温泉・健康,23,594
福井県,スポーツ・レク,58,1376
福井県,都市型観光,17,539
福井県,イベント,18,1102
山梨県,自然,20,2865
山梨県,歴史・文化,86,2169
山梨県,温泉・健康,60,1358
山梨県,スポーツ・レク,87,2706
山梨県,都市型観光,31,1133
山梨県,イベント,29,905
長野県,自然,64,2062
長野県,歴史・文化,75,6274
長野県,温泉・健康,81,3172
長野県,スポーツ・レク,94,1806
長野県,都市型観光,17,2806
長野県,イベント,30,3968
岐阜県,自然,38,929
岐阜県,歴史・文化,97,4350
岐阜県,温泉・健康,55,2091
岐阜県,スポーツ・レク,154,3586
岐阜県,都市型観光,27,2821
岐阜県,イベント,58,3071
静岡県,自然,52,3483
静岡県,歴史・文化,185,5263
静岡県,温泉・健康,48,979
静岡県,スポーツ・レク,239,5396
静岡県,都市型観光,43,5348
静岡県,イベント,108,6584
愛知県,自然,37,1942
愛知県,歴史・文化,134,8917
愛知県,温泉・健康,20,622
愛知県,スポーツ・レク,119,7892
愛知県,都市型観光,42,6682
愛知県,イベント,70,8401
三重県,自然,35,602
三重県,歴史・文化,69,3383
三重県,温泉・健康,28,1361
三重県,スポーツ・レク,129,7126
三重県,都市型観光,23,833
三重県,イベント,20,576
滋賀県,自然,21,347
滋賀県,歴史・文化,111,2642
滋賀県,温泉・健康,21,344
滋賀県,スポーツ・レク,114,2584
滋賀県,都市型観光,28,1541
滋賀県,イベント,28,788
京都府,自然,14,211
京都府,歴史・文化,76,16608
京都府,温泉・健康,19,679
京都府,スポーツ・レク,77,2727
京都府,都市型観光,8,285
京都府,イベント,8,516
兵庫県,自然,79,864
兵庫県,歴史・文化,294,7579
兵庫県,温泉・健康,74,1717
兵庫県,スポーツ・レク,362,8879
兵庫県,都市型観光,44,3088
兵庫県,イベント,70,5559
奈良県,自然,25,998
奈良県,歴史・文化,94,8107
奈良県,温泉・健康,27,421
奈良県,スポーツ・レク,22,556
奈良県,都市型観光,5,108
奈良県,イベント,14,936
和歌山県,自然,19,206
和歌山県,歴史・文化,40,1653
和歌山県,温泉・健康,12,216
和歌山県,スポーツ・レク,32,1416
和歌山県,都市型観光,6,225
和歌山県,イベント,7,125
鳥取県,自然,10,403
鳥取県,歴史・文化,36,872
鳥取県,温泉・健康,19,498
鳥取県,スポーツ・レク,27,259
鳥取県,都市型観光,17,1563
鳥取県,イベント,9,145
島根県,自然,18,705
島根県,歴史・文化,74,3701
島根県,温泉・健康,24,615
島根県,スポーツ・レク,37,341
島根県,都市型観光,10,461
島根県,イベント,9,491
岡山県,自然,17,143
岡山県,歴史・文化,107,1660
岡山県,温泉・健康,29,539
岡山県,スポーツ・レク,63,1697
岡山県,都市型観光,45,1256
岡山県,イベント,27,1304
広島県,自然,23,493
広島県,歴史・文化,89,3435
広島県,温泉・健康,30,629
広島県,スポーツ・レク,95,2260
広島県,都市型観光,17,1054
広島県,イベント,27,5390
山口県,自然,34,737
山口県,歴史・文化,77,1817
山口県,温泉・健康,32,802
山口県,スポーツ・レク,65,1689
山口県,都市型観光,5,473
山口県,イベント,39,1171
徳島県,自然,16,483
徳島県,歴史・文化,50,1120
徳島県,温泉・健康,20,298
徳島県,スポーツ・レク,34,779
徳島県,都市型観光,21,1020
徳島県,イベント,20,734
香川県,自然,9,368
香川県,歴史・文化,59,2613
香川県,温泉・健康,18,461
香川県,スポーツ・レク,50,2122
香川県,都市型観光,12,838
香川県,イベント,7,418
愛媛県,自然,44,666
愛媛県,歴史・文化,64,1656
愛媛県,温泉・健康,26,743
愛媛県,スポーツ・レク,37,808
愛媛県,都市型観光,29,284
愛媛県,イベント,15,470
高知県,自然,15,254
高知県,歴史・文化,27,525
高知県,温泉・健康,13,154
高知県,スポーツ・レク,28,366
高知県,都市型観光,23,1858
高知県,イベント,9,333
福岡県,自然,36,788
福岡県,歴史・文化,135,6506
福岡県,温泉・健康,31,974
福岡県,スポーツ・レク,89,2723
福岡県,都市型観光,72,28877
福岡県,イベント,40,2659
佐賀県,自然,10,190
佐賀県,歴史・文化,34,1158
佐賀県,温泉・健康,16,465
佐賀県,スポーツ・レク,33,536
佐賀県,都市型観光,27,2629
佐賀県,イベント,10,1427
熊本県,自然,24,303
熊本県,歴史・文化,75,1090
熊本県,温泉・健康,44,1479
熊本県,スポーツ・レク,78,815
熊本県,都市型観光,59,2504
熊本県,イベント,15,424
大分県,自然,37,383
大分県,歴史・文化,88,1625
大分県,温泉・健康,48,1028
大分県,スポーツ・レク,73,1273
大分県,都市型観光,16,211
大分県,イベント,17,787
宮崎県,自然,18,395
宮崎県,歴史・文化,56,1456
宮崎県,温泉・健康,26,589
宮崎県,スポーツ・レク,81,1248
宮崎県,都市型観光,10,349
宮崎県,イベント,14,448
鹿児島県,自然,38,403
鹿児島県,歴史・文化,66,1344
鹿児島県,温泉・健康,48,667
鹿児島県,スポーツ・レク,99,2335
鹿児島県,都市型観光,41,1063
鹿児島県,イベント,20,662
北海道,自然,108,6560
北海道,歴史・文化,147,9805
北海道,温泉・健康,142,5017
北海道,スポーツ・レク,259,6646
北海道,都市型観光,79,7244
北海道,イベント,175,11296
青森県,自然,42,1721
青森県,歴史・文化,61,1851
青森県,温泉・健康,46,887
青森県,スポーツ・レク,71,1666
青森県,都市型観光,52,4605
青森県,イベント,71,9488
岩手県,自然,37,1541
岩手県,歴史・文化,62,1018
岩手県,温泉・健康,76,1408
岩手県,スポーツ・レク,55,706
岩手県,都市型観光,27,950
岩手県,イベント,59,2944
宮城県,自然,36,1350
宮城県,歴史・文化,80,2533
宮城県,温泉・健康,36,1423
宮城県,スポーツ・レク,65,1919
宮城県,都市型観光,53,2142
宮城県,イベント,61,5790
秋田県,自然,30,1387
秋田県,歴史・文化,52,961
秋田県,温泉・健康,63,1295
秋田県,スポーツ・レク,68,1427
秋田県,都市型観光,20,492
秋田県,イベント,63,5300
山形県,自然,39,1198
山形県,歴史・文化,76,2668
山形県,温泉・健康,47,2444
山形県,スポーツ・レク,69,1734
山形県,都市型観光,31,1327
山形県,イベント,45,4310
福島県,自然,46,1821
福島県,歴史・文化,77,2587
福島県,温泉・健康,46,1576
福島県,スポーツ・レク,60,3021
福島県,都市型観光,14,1163
福島県,イベント,22,929
茨城県,自然,16,1508
茨城県,歴史・文化,50,2031
茨城県,温泉・健康,17,483
茨城県,スポーツ・レク,59,3026
茨城県,都市型観光,12,2008
茨城県,イベント,63,5744
栃木県,自然,35,1853
栃木県,歴史・文化,91,4100
栃木県,温泉・健康,28,1308
栃木県,スポーツ・レク,117,3370
栃木県,都市型観光,20,2692
栃木県,イベント,41,2913
群馬県,自然,55,2702
群馬県,歴史・文化,96,2329
群馬県,温泉・健康,81,3633
群馬県,スポーツ・レク,119,2391
群馬県,都市型観光,27,1278
群馬県,イベント,66,5260
埼玉県,自然,47,2752
埼玉県,歴史・文化,124,3819
埼玉県,温泉・健康,30,1386
埼玉県,スポーツ・レク,180,5023
埼玉県,都市型観光,55,17279
埼玉県,イベント,129,11278
千葉県,自然,33,473
千葉県,歴史・文化,136,4907
千葉県,温泉・健康,26,1256
千葉県,スポーツ・レク,298,19033
千葉県,都市型観光,24,5875
千葉県,イベント,90,11521
東京都,自然,9,812
東京都,歴史・文化,301,19907
東京都,温泉・健康,36,6782
東京都,スポーツ・レク,176,36139
東京都,都市型観光,93,204235
東京都,イベント,131,18708
神奈川県,自然,41,8741
神奈川県,歴史・文化,137,9126
